UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date
NA,spbk0000260,"Herttenstein, Johannes Henricus",Cahiers de mathematique à l'usage de messieurs les officiers de l'Ecole royale d'artillerie de Strasbourg,1758,NA
NA,spbk0000261,"Constant de Rebecque, Samuel [de]","Camille, ou Lettres de deux filles de ce siècle, traduites de l'anglois sur les originaux",1786,NA
NA,spbk0000262,"Voltaire, François Marie Arouet","Candide, ou l'optimisme",NA,NA
NA,spbk0000264,"Lamberg, Maximilian [graf von]","Canot (le), ou Lettres de Mama Blergx",1782,NA
NA,spbk0000266,NA,Cantiques sacrés,NA,NA
NA,spbk0000267,NA,"Capucins (les) sans barbe, histoire Napolitaine",NA,NA
NA,spbk0000270,NA,[Carloine],NA,NA
NA,spbk0000272,NA,[Cartes de l'Amérique septentrionale],NA,NA
NA,spbk0000273,NA,[Cartes de Géographie],NA,NA
NA,spbk0000274,NA,[Carte de Pologne],NA,NA
NA,spbk0000275,"Sénebier, Jean",Catalogue raisonné des manuscrits conservés dans la Bibliothèque de la ville & république de Geneve,1779,NA
NA,spbk0000279,"Chassaignon, Jean-Marie","Cataractes de l'imagination, déluge de la scribomanie, vomissement littéraire, hémorrhagie encyclopédique, monstre des monstres par Epiménide l'Inspiré",NA,NA
NA,spbk0000280,"Voltaire, François Marie Arouet","Catéchisme de l'honnête homme, ou Dialogue entre un caloyer et un homme de bien",NA,NA
NA,spbk0000282,"Genlis, Stéphanie Félicité [comtesse de]","Catéchisme de morale, spécialement à l'usage de la jeunesse, contenant les devoirs de l'homme et du Citoyen, de quelque religion et de quelque nation qu'il soit",1785,NA
NA,spbk0000284,NA,[Cathéchisme de Zürich],NA,NA
NA,spbk0000285,NA,Catéchisme de controverses sur les principales erreurs de l'Eglise Romaine,NA,NA
NA,spbk0000286,"Pictet, Benedict",Cinq catéchismes pour instruire les jeunes gens dans la religion réformée,1769,NA
NA,spbk0000287,NA,[Catéchisme de Roques],NA,NA
NA,spbk0000289,NA,"I catecumeni, lettera ad un teologo colla sua risposta",1777,NA
NA,spbk0000291,"Saige, Joseph","Cathéchisme du citoyen, ou éléments du droit public français",NA,NA
NA,spbk0000294,"Duval-Pyrau, Henri François [abbé]",Catechisme de l'homme social: en deux parties,1776,NA
NA,spbk0000299,Pomaret,"Catéchumène (le) instruit sous une forme nouvelle, ou Le catéchisme admis à la sainte communion",1779,NA
NA,spbk0000301,NA,"Cauchoise (la), ou Mémoires d'une courtisanne célèbre",NA,NA
NA,spbk0000302,"Harel, Marie Maximilien",Causes (les) du désordre public par un vrai citoyen,1784,NA
NA,spbk0000303,"Estienne, Robert",Causes amusantes et connues,1770-1771,NA
NA,spbk0000305,"Richer, François","Causes célèbres et intéressantes avec les jugements qui les ont décidées, rédigées de nouveau par M. Richer",NA,NA
NA,spbk0000306,NA,"Causes politiques secrètes, ou pensées philosophiques sur des événements passés depuis 1763 jusqu'à 1772. Suivies d'un projet de haut pouvoir conservateur... Ouvrage traduit de l'anglais sur la sixième éd",1782,NA
NA,spbk0000308,"Dorat, Claude Joseph",Célibataire (le),1776,NA
NA,spbk0000309,"Haller, Albrecht [von]",Aur. Cornelii Celsi De medicina libri octo,1772,NA
NA,spbk0000311,"La Sale, Antoine [de]",Cent (les) nouvelles nouvelles,NA,NA
NA,spbk0000314,"Collé, Charles",Chansons qui n'ont pu être imprimées et que mon censeur n'a point du me passer,1784,NA
NA,spbk0000315,"Molière, Jean-Baptiste Poquelin",Chef-d'oeuvres de Molière,1787,NA
NA,spbk0000316,NA,[Chefs d'oeuvres dramatiques],NA,NA
NA,spbk0000317,"Saint-Hyacinthe, Thémiseul [de]",Chef (le) d'oeuvre d'un inconnu,NA,NA
NA,spbk0000318,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",Chien (le) après les moines. Lu et approuvé par une bande de défroqués,NA,NA
NA,spbk0000319,"Baumé, Antoine","Chymie expérimentale et raisonnée, par M. Baumé,..",1773,NA
NA,spbk0000320,"Téron, Jean",Choix économique et moral,1777,NA
NA,spbk0000321,"Buc'hoz, Pierre-Joseph","Choix des meilleurs médicamens pour les maladies les plus désespérées, recueilli par M. Buc'hoz",1784,NA
NA,spbk0000322,NA,"Choix de poésies légères, contenant les quatre heures de la toilette des dames, Parapilla, les Saisons par Bernard, les Elémens, &c.",1783,NA
NA,spbk0000323,"Voltaire, François Marie Arouet",Choses (les) utiles et agréables,1769-1770,NA
NA,spbk0000324,"Holbach, Paul Henri Dietrich [d']",Christianisme (le) dévoilé: ou Examen des principes et des effets de la religion chrétienne,NA,NA
NA,spbk0000325,"Imbert de Boudeaux, Guillaume","Chronique (la) scandaleuse, ou mémoires pour servir à l'histoire des moeurs de la génération présente",1784,NA
NA,spbk0000325,"Imbert de Boudeaux, Guillaume","Chronique (la) scandaleuse, ou mémoires pour servir à l'histoire des moeurs de la génération présente",NA,NA
NA,spbk0000326,Pomaret,"Chrétien (le) par conviction et par sentiment, ou La Foi sans incertitude et la piété sans superstition",1778,NA
NA,spbk0000327,"Voltaire, François Marie Arouet",Chrétien (un) contre six juifs,1777,NA
NA,spbk0000327,"Voltaire, François Marie Arouet","Vieillard du Mont Caucase aux juifs portugais, allemands et polonois",NA,NA
NA,spbk0000327,"Voltaire, François Marie Arouet",Chrétien (un) contre six juifs,1777,NA
NA,spbk0000328,"Louis, Dom",Ciel (le) ouvert à tout l'univers,1782,NA
NA,spbk0000329,"Cuppé, Pierre","Ciel (le) ouvert à tous les hommes, ou Traité théologique... par feu Me Pierre Cuppé ",1783,NA
NA,spbk0000330,"Mirabeau, Honoré-Gabriel Riqueti [comte de]","Considérations sur l'ordre de Cincinnatus, ou Imitation d'un pamphlet anglo-américain: par le Cte de Mirabeau, suivies... d'une Lettre... du général Washington... et d'une Lettre de feu M. Turgot... au Dr Price sur les législations américaines",1784,NA
NA,spbk0000331,"Le Gras, Philippe","Citoyen (le) françois, ou Mémoires historiques, politiques, physiques, &c.",1784,NA
NA,spbk0000332,"Rousseau, Jean Jacques","Citoyen (le), ou Discours sur l'Économie politique",NA,NA
NA,spbk0000333,"Le Tourneur, Pierre-Prime-Félicien","Clarisse Harlowe, traduction nouvelle et seule complète par M. Le Tourneur, sur l'édition originale revue par Richardson; avec figures d'après M. Chodowiecki de Berlin",1785-1786,NA
NA,spbk0000333,"Le Tourneur, Pierre-Prime-Félicien","Clarisse Harlowe, traduction nouvelle et seule complète par M. Le Tourneur, sur l'édition originale revue par Richardson; avec figures d'après M. Chodowiecki de Berlin",1785-1786,NA
NA,spbk0000333,"Richardson, Samuel",Clarisse Harlowe,NA,NA
NA,spbk0000334,"Chapat, Louis [de]","Clincaille (la) du Parnasse, par M. Louis de Chapat",1777,NA
NA,spbk0000335,"Genlis, Stéphanie Félicité [comtesse de]","Cloison (la), comédie en un acte",NA,NA
NA,spbk0000336,"Nevers, Philippe-Julien Mancini-Mazarini","Parfait (le) cocher, ou l'Art d'entretenir et conduire un équipage en ville et en campagne",NA,NA
NA,spbk0000337,"Rémi, Joseph-Honoré","Code (le) français, ou recueil de toutes les pièces intéressantes publiées en France, relativement aux troubles des parlements, avec des observations critiques et historiques, des pièces nouvelles et une table raisonnée",NA,NA
NA,spbk0000338,"Vogel, F. Adam","Code criminel de l'empereur Charles V, vulgairement appelé la Caroline, contenant les lois qui sont suivies dans les juridictions criminelles de l'Empire et à l'usage des conseils de guerre des troupes suisses",1779,NA
NA,spbk0000340,NA,"Code, ou Nouveau réglement sur les lieux de prostitution dans la ville de Paris",1775,NA
NA,spbk0000341,"Leopold II, Austrian Emperor",Nouveau code criminel pour le grand duché de Toscane... traduit de l'italien,1787,NA
NA,spbk0000342,"Félice, Fortunato Bartholomeo [de]","Code de l'humanité, ou la Législation universelle, naturelle, civile et politique, avec l'histoire littéraire des plus grands hommes qui ont contribué à la perfection de ce code. Composé par une société de gens de lettres... Le tout revu et mis en ordre alphabétique par M. de Félice",1777-1782,NA
NA,spbk0000343,"Morelly, Étienne Gabriel","Code de la nature, ou Le véritable esprit de ses lois de tout temps négligé ou méconnu",1760,NA
NA,spbk0000344,"Voltaire, François Marie Arouet","Colimaçons (les) du reverend pére L'Escarbotier, par la grace de Dieu capucin indigne, prédicateur ordinaire et cuisinier du grand couvent de la ville de Clermont en Auvergne: au reverend pére Elie, carme chaussé, docteur en théologie",1769,NA
NA,spbk0000345,"Necker, Jacques","Collection complète de tous les ouvrages pour et et contre M. Necker avec des notes critiques, politiques et secrètes, le tout par ordre chronologique",1782,NA
NA,spbk0000345,NA,Collection complette de tous les ouvrages pour et contre M. Necker,1781,NA
NA,spbk0000347,"Dorat, Claude Joseph",Collection complète des oeuvres de M. Dorat,1776-1780,NA
NA,spbk0000347,"Dorat, Claude Joseph",[Oeuvres de Dorat],NA,NA
NA,spbk0000347,"Dorat, Claude Joseph",[Oeuvres de Dorat],NA,NA
NA,spbk0000347,"Dorat, Claude Joseph",[Oeuvres de Dorat - Supplément],NA,NA
NA,spbk0000350,NA,[Collection de l'Esprit],NA,NA
NA,spbk0000351,"Voltaire, François Marie Arouet","Collection d'anciens évangiles, ou monuments du premier siècle du christianisme, extraits de Fabricius, Grabius et autres savants, par l'abbé B***",NA,NA
NA,spbk0000353,"Hertzberg, Ewald Friedrich [von]",Collection de pièces intéressantes et authentiques concernant la vie & les derniers jours de Frédéric le Grand,1787,NA
NA,spbk0000354,"Chevrier, François-Antoine","Colporteur (le), histoire morale par Monsr. de Chevrier",NA,NA
NA,spbk0000355,"Doddridge, M.P.","Commencemens (les) et les progrès de la vraie piété, ou Exposition des différens états dans lesquels un chrétien peut se trouver par rapport au salut; avec des méditations ou des prières convenables au sujet de chaque chapitre, par P. Doddridge ...; trad. de l'anglois par J.S. Vernède ",1766,NA
NA,spbk0000356,"Coyer, Gabriel-François","Commentaire sur le code criminel d'Angleterre, traduit de l'anglois de Guillaume Blackstone... par M. l'abbé Coyer",1776,NA
NA,spbk0000358,"Voltaire, François Marie Arouet","Commentaire sur l'Esprit des lois de Montesquieu, par M. de Voltaire",1778,NA
NA,spbk0000360,"Voltaire, François Marie Arouet",Commentaire sur le livre des délits et des peines,NA,NA
NA,spbk0000361,"Calonne, Charles-Alexandre [de]",Comments (les),NA,NA
NA,spbk0000362,"Brac, fils","Commerce (le) des vins, réformé, rectifié et épuré, ou Nouvelle méthode pour tirer un parti sûr, prompt et avantageux des récoltes en vins... par M. C*** S***",1769,NA
NA,spbk0000363,"Condillac, Etienne Bonnot [de]","Commerce (le) et le gouvernement considérés relativement l'un à l'autre, ouvrage élémentaire, par M. l'abbé de Condillac",1776,NA
NA,spbk0000367,"Du Laurens, Henri-Joseph","Compère (le) Mathieu, ou Les bigarrures de l'esprit humain",NA,NA
NA,spbk0000367,"Du Laurens, Henri-Joseph","Compère (le) Mathieu, ou Les bigarrures de l'esprit humain",1786,NA
NA,spbk0000368,"Gérard, Philippe Louis","Comte (le) de Valmont, ou les Égaremens de la raison, lettres recueillies et publiées par M. ",1784,NA
NA,spbk0000368,"Gérard, Philippe Louis","Comte (le) de Valmont, ou les Égaremens de la raison",1774,NA
NA,spbk0000369,"La Harpe, Jean François [de]","Comte (le) de Varvic: tragédie, représentée pour la première fois par les Comédiens ordinaires du roi le 7 novembre 1763",1776,NA
NA,spbk0000371,"Luchet, Jean-Pierre-Louis de La Roche du Marin [marquis de]","Comtesse (la) de Tessan, ou l'Insuffisance de la vertu",1785,NA
NA,spbk0000372,Térence,Comédies de Terence: avec la traduction et les remarques,1767,NA
NA,spbk0000372,Térence,Terentii Comedie,NA,NA
NA,spbk0000373,"Mercier, Louis-Sébastien","Comédiens (les) ou Le foyer, comédie en un acte & en prose, attribuée à l'auteur du Bureau d'esprit, représentée par les comédiens de la ville de Paris, au théâtre du Temple, le 5. janvier 2440",1777,NA
NA,spbk0000374,NA,Confederation helvetique,NA,NA
NA,spbk0000375,"Le Ferron, Arnoul",Conférence de toutes les questions traitées par M. de Ferron... dans son Commentaire sur la Coutume de Bordeaux... avec le commentaire de M. Bernard Automne... contenant en outre plusieurs observations nouvelles... par feu Me Pierre Dupin,1746,NA
NA,spbk0000376,"Lanteires, Jean","Confessions (les) de M. Emanuel Figaro, écrites par lui-même",NA,NA
NA,spbk0000377,"Cagliostro, Alessandro [Comte de]","Confessions du comte de C***, avec l'histoire de ses voyages en Russie, Turquie, Italie et dans les pyramides d'Égypte",1787,NA
NA,spbk0000378,NA,Confessions (les) d'une courtisane devenue philosophe,1784,NA
NA,spbk0000379,"Rousseau, Jean Jacques",Confessions (les) de J. -J. Rousseau; suivies des Rêveries du promeneur solitaire,1782,NA
NA,spbk0000379,"Rousseau, Jean Jacques",Confessions (les),NA,NA
NA,spbk0000379,"Rousseau, Jean Jacques",Confessions (les),NA,NA
NA,spbk0000379,"Rousseau, Jean Jacques","Confessions (les), de J.J. Rousseau",1782,NA
NA,spbk0000380,"Voltaire, François Marie Arouet",Confession de foi de Messire François Marie Arouet de Voltaire,1769,NA
NA,spbk0000381,"Vernes, Jacob",Confidence philosophique,1779,NA
NA,spbk0000381,"Vernes, Jacob",Confidence philosophique,1771,NA
NA,spbk0000382,"Albert,",Confidences (les) d'une jolie femme,1775,NA
NA,spbk0000382,"Albert,",Confidences (les) d'une jolie femme,1786,NA
NA,spbk0000383,"Caylus, Anne Claude Philippe, comte de",Confidences (les) réciproques: ou anecdotes de la société de Madame la comtesse de B***,1779,NA
NA,spbk0000384,"Boutauld, Michel",Conseils (les) de la sagesse: ou recueil des maximes de Salomon les plus nécessaires à l'homme pour se conduire sagement,1735,NA
NA,spbk0000385,"Halifax, George Savile",Conseils d'un homme de qualite a sa fille,1748,NA
NA,spbk0000386,"Haller, Gottlieb Emanuel von","Conseils pour former une bibliothèque historique de la Suisse, par M. Haller",1771,NA
NA,spbk0000387,NA,Considerations sur l'admission des navires neutres aux colonies françoises de l'Amérique en tems de guerre. (Ouvrage écrit en 1759.),1779,NA
NA,spbk0000390,"Sturm, Christoph Christian",Considérations sur les oeuvres de Dieu dans le règne de la nature et de la Providence pour tous les jours de l'année. Ouvrage traduit de l'allemand de M. C. C. Sturm,1786,NA
NA,spbk0000390,"Sturm, Christoph Christian","Considérations sur les oeuvres de Dieu, dans le regne de la nature et de la providence, pour tous les jours de l'année",1788,NA
NA,spbk0000391,"Hardy, J.P.","Considération sur la dénonciation de l'agiotage: lettre au comte de Mirabeau, le 27 mars 1787",1787,NA
NA,spbk0000393,"Rousseau, Jean Jacques",Considérations sur le gouvernement de la Pologne et sur sa reformation projetée et lettres sur la législation de la Corse par J. J. Rousseau,1783,NA
NA,spbk0000394,NA,[Considérations sur les finances],NA,NA
NA,spbk0000396,"Soubeyran de Scopon, Jean-Pierre",Considérations sur le génie et les moeurs de ce siècle ,NA,NA
NA,spbk0000398,"Lolme, Jean Louis de","Constitution de l'Angleterre, ou État du gouvernement anglois comparé avec la forme républicaine et avec les autres monarchies de l'Europe",NA,NA
NA,spbk0000401,"Holbach, Paul Henri Dietrich [d']",Contagion (la) sacrée,NA,NA
NA,spbk0000402,"Bonnet, Charles",Contemplation de la nature,1770,NA
NA,spbk0000402,"Bonnet, Charles",Contemplation de la nature,1782,NA
NA,spbk0000404,"Hilliard d’Auberteuil, Michel-René","Nouveau compte rendu, ou Tableau historique des finances d'Angleterre, depuis le règne de Guillaume III, jusqu'en 1784",NA,NA
NA,spbk0000405,"Le Prince de Beaumont, Marie","Contes moraux, par Mde Le Prince de Beaumont",1774,NA
NA,spbk0000405,"Le Prince de Beaumont, Marie",Contes moraux,1774,NA
NA,spbk0000406,"Boccaccio, Giovanni",Contes de Boccace,NA,NA
NA,spbk0000406,"Sabatier de Castres, Antoine",Contes de J. Bocace. Traduction nouvelle,1779,NA
NA,spbk0000406,"Angoulême, Marguerite [d']",[Contes de Boccace et de Marguerite],NA,NA
NA,spbk0000406,"Boccaccio, Giovanni",Contes de Boccace,NA,NA
NA,spbk0000407,"Dorat, Claude Joseph",[Contes de Dorat],NA,NA
NA,spbk0000412,"Robinet, Jean-Baptiste-René","Contes (les) des génies, ou les charmantes leçons d'Horam, fils d'Asmar, ouvrage traduit du persan en anglois par Sir Charles Morell ",1786,NA
NA,spbk0000416,NA,"Contes moraux, ou les Hommes comme il y en a peu",1776,NA
NA,spbk0000416,NA,"Contes moraux, ou les hommes comme il y en a peu",NA,NA
NA,spbk0000417,"Goldsmith, Oliver",Contes nouveaux en prose,1785,NA
NA,spbk0000418,"Pommereul, François-René-Jean [de]","Contes théologiques, suivis des litanies des catholiques curieux et instrucfits, à l'usage des deux sexes",NA,NA
NA,spbk0000419,"Saint-Just, Simon-Pierre Mérard [de]","Contes très mogols, enrichis de notes, avis, avertissements curieux et instructifs, à l'usage des deux sexes, pour servir de suite ou de commencement à l'histoire des empereurs mogols, par un vieillard quelquefois jeune",NA,NA
NA,spbk0000420,"Rousseau, Jean Jacques",Contract (du) social; ou Principes du droit politique,1762,NA
NA,spbk0000421,"Le Scène-Desmaisons, Jacques","Contrat conjugal, ou Loix du mariage, de la répudiation et du divorce, avec une dissertation sur l'origine et le droit des dispenses",1783,NA
NA,spbk0000422,"Épinay, Louise Tardieu d'Esclavelles","Conversations d'Emilie (les), ou entretiens instructifs et amusants d'une mère avec sa fille",1784,NA
NA,spbk0000422,"Épinay, Louise Tardieu d'Esclavelles",Conversations (les) d'Émilie,NA,NA
NA,spbk0000423,NA,Conversation familière entre M. le comte de Falkenstein et Louis XVI,1777,NA
NA,spbk0000428,"Tressan, Louis-Élisabeth de La Vergne [comte de]","Corps d'extraits de romans de chevalerie, par M. le Cte de Tressan",1782,NA
