concatenated,parisian_keyword
"Probable Other Swiss editions Dissertation sur Jeanne d'Arc, vulgairement nommée la Pucelle d'Orléans Dissertation sur Jean d'Arc; Dissertation sur la pucelle; Jeanne d'arc NA NA French NA François Grasset? n.pl. Lausanne NA 1776 131 131 1 NA 8 9 Attribution - only known edition. Attribution - only extant edition located, STN transactions data suggests Grasset edition. Dissertation sur Jeanne d'Arc  ",Histoire
"Certain French editions Essai philosophique sur le monachisme, par M. L. Essai sur le monarchisme; Monachisme NA NA French NA NA Paris Paris 1775 NA XX, 179  199 1 NA 8 11 copy bought in to create their edition. Attribution - only extant edition located at time STN sourced work. STN based their own edition on this copy. BPUN, Ms1231, 'Note Séparée' 1781 gives (Paris, 1775), although surely advertising rather the STN's own edition of 1776. Essai philosophique sur le monachisme  ",Histoire
"Pseudo Place of publication unknown [Eloge de Louis XII] 387; Eloge de Louis XII NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - work not identified.  NB - Fauche-Borel Catalogue (1787) also gives the 'Eloge de Louis XI' (Paris, 1786)  by Jean-André Michel, but no evidence of the STN trading in this edition has been located in accounts. [Eloge de Louis XII]  ",Histoire
"Pseudo Place of publication unknown Eloge de Nicolas de Catinat, maréchal de France, discours qui a remporté le prix de l'Académie françoise en 1775 Eloge de Catinat par la Harpe NA NA French NA NA n.pl. ? 1775 NA NA NA 1 NA NA NA NA Attribution - edition not identified, several editions of work produced in 1775. Eloge de Nicolas de Catinat, maréchal de France  ",Histoire
"Certain French editions Eloge de Nicolas de Catinat, maréchal de France, discours... par M. l'abbé d'Espagnac Eloge de catinat par le Baron d'Epagnac NA NA French Demonville NA Paris Paris 1775 NA 63 63 1 NA 8 NA NA Attribution - only extant edition located, sourced from Paris in 1775. Eloge de Nicolas de Catinat, maréchal de France, discours... par M. l'abbé d'Espagnac  ",Histoire
"Pseudo Place of publication unknown Histoire de Charles XII, roi de Suède 588 NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - editions not identifed. STN traded in at least two editions of this work (Lausanne, 1771) published by François Grasset and (Lyon, 1776).  Histoire de Charles XII  ",Histoire
"Pseudo Place of publication unknown Vie (la) de l'abbé Laurent Ricci, dernier Général des ex-Jésuites Vie de l'abbé Ricci; Vie de laurrent Ricci NA NA French NA NA n.pl. ? 1776 NA NA NA 1 NA NA NA NA Attribution - edition not identified, at least two produced in 1776. Vie (la) de l'abbé Laurent Ricci  ",Histoire
Certain German editions Geschichte des Einweihungsfestes des Philanthropins zu Marschlins Geschichte des einweihung NA NA German NA NA Francfort Frankfurt 1776 NA 68 68 1 NA 8 NA NA Attribution - only extant edition located. Geschichte des Einweihungsfestes des Philanthropins zu Marschlins  ,Histoire
"Pseudo Place of publication unknown Vie (la) du pape Clément XIV Vie de Ganganelli NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Vie (la) du pape Clément XIV  ",Histoire
Pseudo Place of publication unknown Lettres du Pape Clément XIV Lettres du Pape NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - the source copies for the STN's edition. As several editions produced in Paris around time traded the edition used cannot be identified from transactions data. See individual transactions for volume details. Lettres du Pape Clément XIV [Ganganelli]  ,Histoire
"Certain French editions Extrait du Journal de mes voyages, ou Histoire d'un jeune homme, pour servir d'école aux pères et mères, par M. Pahin de La Blancherie Extrait du journal de mes voyages NA NA French frères Debure NA Paris Paris 1775 NA NA NA 2 NA 8 NA NA Attribution - sourced from Paris in 1776. Extrait du Journal de mes voyages  ",Histoire
"Certain French editions Calendrier des Anecdotes, ou Choix des faits singuliers arrivés pendant l'année 1774 Calandrier des anecdottes NA NA French Le Jay NA Paris Paris 1776 NA NA NA 1 NA 12 NA NA Attribution - sourced from Paris in 1776, only extant edition located. Calendrier des Anecdotes  ",Histoire
"Pseudo Place of publication unknown [Atlas de Vaugondi] Atlas de Vaugondi NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - work not identified. Could be one of several atlases of Didier and/ or Gilles Robert de Vaugondy, but most likely an edition or section of their celebrated Atlas universel. [Atlas de Vaugondi]  ",Histoire
"Certain French editions Essai sur les causes principales qui ont contribué à détruire les deux premières races des rois de France... par l'auteur de la ""Théorie du luxe"" deux premieres races des rois de France NA NA French Vve Duchesne NA Paris Paris 1776 NA  XX, 191 211 1 NA 8 NA NA Attribution - sourced from Paris in 1776. Essai sur les causes principales qui ont contribué à détruire les deux premières races des rois de France  ",Histoire
Certain French editions Anecdotes du règne de Louis XVI: 1774-1776 Anecdotes de Louis XVI; Anecdotes du régne de Louis XVI NA NA French J. Fr. Bastien NA Paris Paris 1776 NA 299 299 1 NA 12 NA NA Attribution - sourced from Paris in 1776 with other  J.-F. Bastien editions. Anecdotes du règne de Louis XVI  ,Histoire
"Certain French editions Antiquités (les) de Metz, ou Recherches sur l'origine des Médiomatriciens, leur premier établissement dans les Gaules, leurs moeurs, leur religion Antiquités de Metz NA NA French J. Collignon NA Metz Metz 1760 NA 319 319 1 NA 8 NA NA Attribution - only extant edition located. Antiquités (les) de Metz  ",Histoire
"Certain Dutch editions Relation, ou Journal d'un officier françois au service de la confédération de Pologne, pris par les Russes et relégué en Sibérie Journal d'un officier françois NA NA French aux dépens de la Compagnie NA Amsterdam Amsterdam 1776 NA VI, 287 293 1 NA 8 NA NA Attribution - only extant edition located, sourced in year of publication. Relation, ou Journal d'un officier françois au service de la confédération de Pologne  ",Histoire
"Pseudo Place of publication unknown Commentaire historique sur les oeuvres de l'auteur de ""La Henriade"" Commentaire aux Oeuvres de Voltaire; Commentaire de Voltaire NA NA French NA NA n.pl. ? 1776 NA NA NA 1 NA NA NA NA Attribution - edition not identified, although sourced from Geneva in 1776, so probably the edition published there by Gabriel Grasset. Commentaire historique sur les ouvres de l'auteur de La Henriade  ",Histoire
"Certain Dutch editions Histoire des Révolutions de l'isle de Corse et de l'élévation de Théodore 1er sur le trône de cet état 641; Histoire de la révolutions de Corse; Histoire des revolutions de Corse NA NA French Paupie NA La Haye The Hague 1738 NA NA NA 1 NA 16 NA NA Attribution - Fauche-Borel Catalogue (1787) information, only extant edition located.  NB. Von Wittelieb is usually identified as the author of this text, although this is subject to some doubt. Histoire des Révolutions de l'isle de Corse  ",Histoire
"Certain STN editions Commentaire historique sur les ouvres de l'auteur de La Henriade, avec les pièces originales et les preuvres 191; Commentaire aux oeuvres de Voltaire; Commentaire de Voltaire; Commentaire historique de Voltaire NA NA French Société Typographique de Neuchâtel NA Neuchâtel Neuchâtel 1776 NA [4], 203, [i.e. 204] 208 1 NA 8 13 NA Attribution - known STN edition. Commentaire historique sur les ouvres de l'auteur de La Henriade  ",Histoire
"Certain German editions Trauerrede zum Gedächtniß der Durchl. Fürstin Maria Theresia, Reichsfürstin zu Oettingen-Oettingen und Oettingen-Wallerstein Trauer rède; Trauer rède der Maria Theresia; Wer kneister Traueranede? NA NA German Spöckberger NA Wallerstein Wallerstein 1776 NA NA NA 1 NA NA NA NA Attribution - only extant edition located available at time STN traded in work. Trauerrede  ",Histoire
"Pseudo Place of publication unknown Carte de la principauté de Neuchatel et de Vallangin en Suisse Caste de Neuchâtel NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, numerous produced. Standard map of Neuchâtel during this period. Carte de la principauté de Neuchatel et de Vallangin en Suisse  ",Histoire
"Certain French editions Voyage fait par ordre du Roi en 1768 et 1769, à différentes parties du monde, pour éprouver en mer les horloges marines inventées par M. Ferdinand Berthoud Voyage de M. Fleurieux NA NA French imp. Royale NA Paris Paris 1773 NA NA NA 2 NA 4 NA NA Attribution - only extant edition located. Voyage fait par ordre du Roi en 1768 et 1769  ",Histoire
"Pseudo STN editions [Géographie par Ostervald] 1667; Cours de géographie historique, ancienne & moderne & de sphere par démandes & réponses; Essai de géographie; Geographie; géographie ancienne & historique par Ostervald NA NA French Société Typographique de Neuchâtel NA Neuchâtel Neuchâtel NA NA NA NA 1 NA NA NA NA Attribution - edition details not resolved. Included copies of the géographie historique' and the 'géographie élémentaire'. Fauche-Borel Catalogue (1787) gives 2 vols (Neuchâtel, 1787) in-8° edition of 'géographie ancienne et historique par M. Ostervald'. [Géographie par Ostervald]  ",Histoire
"Pseudo Other Swiss editions Anecdotes ou relation du voyage de M. de Falkenstein 67 NA NA French NA Société Typographique de Berne n.pl. Berne 1777 NA NA NA 2 NA 8 NA NA Attribution - details as given in Fauche-Borel Supplement, although extant edition has not been located. Unclear from transactions data if this was entirely separate from the STN's own edition of the work produced at the same time. Journal et anecdotes intéressantes du voyage de Monsieur le comte de Falckenstein  ",Histoire
"Pseudo Place of publication unknown Journal du second voyage du Capitaine Cook: sur les vaisseaux la Résolution & l'Adventure: entrepris par ordre de S.M. Britannique, dans les années 1774-1775 Journal de Captain Cook Journal of the Resolution's voyage, in 1772, 1773, 1774 and 1775, on discovery to the Southern Hemisphere  English French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced.  Superbook attribution uncertain - manuscript information gives only 'Journal de Cook', although sourced in 1777 when 2 editions of this work produced. Journal du second voyage du Capitaine Cook  ",Histoire
"Certain French editions Voyage littéraire de la Grèce, ou Lettres sur les grecs, anciens et modernes, avec un parallèle de leurs moeurs Voyage de la Grece NA NA French Vve Duchesne NA Paris Paris 1776 NA NA NA 2 NA 8 NA NA Attribution - sourced from Paris in 1777. Voyage littéraire de la Grèce  ",Histoire
Certain French editions Histoire de la Corse et de ses révolutions... Nouvelle édition Histoire du Corse NA NA French Costard et fils NA Paris Paris 1774-1776 NA NA NA 3 NA 12 NA NA Attribution - sourced from Paris in 1777. Histoire de la Corse et de ses révolutions  ,Histoire
"Certain Dutch editions Histoire du royaume de Majorque avec ses annexes... par M. d'Hermilly Histoire de Majorque NA NA French J.-E. Dufour et P. Roux NA Maestricht Maestricht 1777 NA VIII, 549 557 1 NA 4 NA NA Attribution - only extant edition located. Histoire du royaume de Majorque  ",Histoire
"Pseudo Place of publication unknown The History of America Histoire d'amerique en anglais par Robinson NA NA English NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, numerous produced. Histoire de l'Amérique  ",Histoire
"Certain International editions (non-Swiss) Lettre à l'auteur de l'""Éloge du chancelier de l'Hôpital"", qui a pour épigraphe: ""Nec vitae animaeque peperci""... contenant des recherches intéressantes sur l'histoire du règne de Henri II Lettres à l'auteur du chancelier l'hopital NA NA French Esprit NA La Haye; Paris The Hague; Paris 1778 NA 52 52 1 NA 8 NA NA Attribution - sourced from Paris in 1778. Lettre à l'auteur de l'""Éloge du chancelier de l'Hôpital""  ",Histoire
Pseudo Place of publication unknown Vie (de la) et des actions d'Alexandre le Grand Curtus quinté Historiae Alexandri Magni Latin French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified. Vie (de la) et des actions d'Alexandre le Grand  ,Histoire
"Certain Dutch editions Tableau historique et politique de l'etat ancien et actual de la colonie de Surinam: et des causes de sa décadence 1284; Tableau de Surinam; Tableau historique et politique de l'etat ancien et actual de la colonie de Surinam NA NA French J.-E. Dufour et P. Roux NA Hollande Maestricht 1778 NA xxiv, 392 416 1 NA 8 39 NA Attribution - sourced from Dufour and Roux in 1778, catalogue and MS1007 information. Tableau historique et politique de l'etat ancien et actual de la colonie de Surinam  ",Histoire
"Certain French editions Histoire générale de Hongrie depuis la première invasion des Huns jusqu'à nos jours, par M. de Sacy Histoire de Hongrie; Histoire d'Hongrie; Histoire generale de Hongrie NA NA French Demonville NA Paris Paris 1778 NA NA NA 2 NA 8 NA NA Attribution - first edition, only available when STN traded in work in 1778.   Histoire générale de Hongrie  ",Histoire
Certain Dutch editions Tableau de l'histoire générale des Provinces Unies Tableau de l'histoire des gens de provinces unies NA NA French B. Wild J. Van Schoonhoven et Comp. Utrecht Utrecht 1777-1784 NA NA NA 10 NA 8 NA NA Attribution - only extant edition located. Tableau de l'histoire générale des Provinces Unies  ,Histoire
"Certain French editions Histoire de l'Amérique Histoire de l'amerique Panckouke edition The History of America English French Panckoucke NA Paris Paris 1778 NA XX, 540 560 4 NA 12 NA NA Attribution - sourced from Paris in 1778, described as the Panckouke edition. Histoire de l'Amérique  ",Histoire
"Certain Livres en Société: STN joint editions Lettres physiques et morales sur les montagnes et sur l'histoire de la terre et de l'homme, adressées à la reine de la Grande-Bretagne par J. A. de Luc 798; Lettres de deluc; Lettres de luc; Lettres de M. de luc; Lettres physiques et morales; Lettres physiques et morales de deluc; lettres physiques et morales sur l'histoire de la terre & de l'homme; lettres sur la montagnes; lettres sur les montagnes; lettres sur les montagnes de deluc; Lettres sur l'histoire de la terre NA NA French Libraires associés J. P. Heubach; Société Typographique de Lausanne En Suisse Lausanne 1778 NA XXIV, 224 248 1 NA 8 NA NA Attribution - know confederation edition printed in Lausanne. Lettres physiques et morales sur les montagnes  ",Histoire
"Pseudo Place of publication unknown Histoire du règne de Philippe II, roi d'Espagne Histoire de Philippe; Histoire de Philippe II The History of the Reign of Philip the Second, King of Spain  English French NA NA n.pl. ? NA NA NA NA 4 NA NA NA NA Attribution - edition not identifed, extant edition located (Amsterdam, 1777) and (Amsterdam, 1778) both in 4 volumes as stated in manuscript information. Histoire du règne de Philippe II  ",Histoire
"Certain Dutch editions Voyage au nord de l'Europe, particulièrement à Copenhague, Stockholm et Pétersbourg Voyage au Nord A Tour Through Some of the Northern Parts of Europe, Particularly Copenhagen, Stockholm, and Petersburgh English French NA NA Rotterdam Rotterdam 1777 NA NA NA 1 NA 8 NA NA Attribution - only extant edition located. Voyage au nord de l'Europe  ",Histoire
"Certain Livres en Société: STN joint editions Recueil des loix constitutives des colonies angloises: confédérées sous la dénomination d'États-Unis de l'Amérique-Septentrionale: auquel on a joint les actes d'indépendance, de confédération & autres actes du Congrès général Loix et constitution de l'amerique; receuil de loix; Receuil des constitutions de l'Amerique; Receuil des Etats unis; Receuil des loix de l'amerique NA NA French Libraires associés Société Typographique de Berne; Société Typographique de Lausanne En Suisse Berne; Lausanne 1778 NA [12], 370, [2] 384 1 NA 12 NA NA Attribution - known confederation edition. Recueil des loix constitutives des colonies angloises  ",Histoire
"Pseudo Place of publication unknown Histoire de l'Amérique Histoire de l'amerique The History of America English French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - source copy for the confederation edition, edition not identified. Histoire de l'Amérique  ",Histoire
Certain International editions (non-Swiss) Histoire du grand Pompée Histoire du grand Pompé NA NA French J. Fr. Bastien NA London; Paris London; Paris 1777 NA NA NA 1 2 12 NA NA Attribution - only extant edition located at time STN traded in work. Histoire du grand Pompée  ,Histoire
"Certain Livres en Société: STN joint editions Voyages en différens pays de l'Europe, en 1774, 1775, et 1776: ou lettres écrites de l'Allemagne, de la Suisse, de l'Italie, et de Paris Voyage en differens pays; Voyage en differens pays d'Europe; Voyage en Europe NA NA French Libraires associés Société Typographique de Berne En Suisse Berne 1778 NA NA NA 2 NA 8 NA NA Attribution - known confederation edition. Voyages en différens pays de l'Europe  ",Histoire
"Pseudo Place of publication unknown [Voyage de Londres à Genève] Voyage de géneve; Voyage de Londres à Genève NA NA French NA NA n.pl. ? NA NA NA NA 4 NA 12 NA NA Attribution - work not identified, manuscript information gives 4 volumes.  N.B. The STN dealt in the work in 1778 and 1779, so it appears impossible that it was Antoine Joseph Samuel Gaudard De Chavannes' 'Journal d'un voyage de Geneve à Londres', which was first published in 1781. [Voyage de Londres à Genève]  ",Histoire
Pseudo Place of publication unknown Histoire de la décadence et de la chute de l'Empire Romain Histoire de la decadence par Gibbon The History of the Decline and Fall of the Roman Empire English French NA NA n.pl. ? NA NA NA NA 3 NA NA NA NA Attribution - edition not identified. Histoire de la décadence et de la chute de l'Empire Romain  ,Histoire
"Certain French editions Anecdotes de l'Empire Romain depuis sa fondation jusqu'à la destruction de la République Anecdotes de l'Empire romain NA NA French Jean-François Bastien NA Paris Paris 1778 NA VIII, 608 616 1 NA 8 NA NA Attribution - only extant edition located. Anecdotes de l'Empire Romain  ",Histoire
"Probable Dutch editions Abrégé de l'histoire de la Hollande et des Provinces-Unies depuis les temps les plus anciens jusqu'à nos jours, par Mr.-L. G. F. Kerroux  Histoire d'Hollande NA NA French J. Murray NA Leiden Leiden 1778 NA NA NA 4 NA 8 NA NA Attribution - first edition, sourced in 1778 for the Société littéraire de Neuchâtel.  Superbook attribution uncertain - manuscript information gives only 'histoire d'Hollande', although nature of Société littéraire de Neuchâtel's trade very much suggests this work, as it was the only recently published history of Holland. Abrégé de l'histoire de la Hollande  ",Histoire
"Certain International editions (non-Swiss) Indiscret (l'), ou les aventures parisiennes Indiscret; Indiscret, ou les avantures Parisiennes NA NA French J.-F. Bastien NA London; Paris London; Paris 1779 NA NA NA 1 NA 12 NA NA Attribution - only extant edition located. Indiscret (l'), ou les aventures parisiennes  ",Histoire
"Certain Swiss-International editions Abrégé de l'histoire de la Franche-maçonnerie; précédée et suivie de quelques pièces en vers et en prose, et d'anecdotes qui la concerne; d'un essai sur les mystères et le véritable objet de la confrérie des Francs-Maçons; auquel on a joint un recueil complet des chansons dont ils font usage dans leurs assemblées et dans leurs repas, rédigé par un membre de cet ordre Abrégé de la franche maconnerie; Abrégé de l'histoire de la macaonnerie NA NA French François Grasset & comp. NA Lausanne; London Lausanne; London 1779 1778 272 272 1 NA 8 NA NA Attribution - sourced from François Grasset from December 1778. Abrégé de l'histoire de la Franche-maçonnerie  ",Histoire
Pseudo Place of publication unknown [Abrégé historique de Pierre le Grand] Abrégé hist de Pierre le Grand NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - work not identified. [Abrégé historique de Pierre le Grand]  ,Histoire
"Pseudo Place of publication unknown Richard Pococke's Beschreibung des Morgenlandes und einiger anderer Länder  Pockocke Beschreibung? A Description of the East and Some other Countries English German NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Voyages de Richard Pockocke  ",Histoire
"Pseudo Place of publication unknown Geschichte der so berufenen Bulle In Coena Domini Geschichte der Bulle NA NA German NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, numerous produced. Geschichte der so berufenen Bulle In Coena Domini  ",Histoire
Probable Other Swiss editions Abrégé de la révolution de l'Amérique angloise: depuis le commencement de l'année 1774 jusqu'au 1er janvier 1778 Abrégé des révolutions de l'amériques NA NA French NA NA Yverdon Yverdon 1779 NA NA NA 1 NA 12 NA NA Attribution - sourced from Haller in 1779. Abrégé de la révolution de l'Amérique angloise  ,Histoire
"Certain Dutch editions Relation abrégée d'un voyage fait dans l'intérieur de l'Amérique méridionale: depuis la côte de la mer du Sud, jusqu'aux côtes du Brésil et de la Guyane, en descendant la rivière des Amazones Relation du voyage de la condamine; Relation d'un voyage de la Condamine; Voyage de la Condamine NA NA French Jean-Edme Dufour & Philippe Roux NA Maestricht Maestricht 1778 NA [4], XVI, 379 399 1 NA 8 NA NA Attribution - sourced from Roux and Dufour from 1778, manuscript information. Relation abrégée d'un voyage fait dans l'intérieur de l'Amérique méridionale  ",Histoire
"Certain Swiss-International editions Histoire de Dannemarc Histoire du Dennemarck NA NA French Pierre Duplain NA Geneva; Lyon Geneva; Lyons 1766 NA NA NA 6 NA 8 NA NA Attribution - manuscript information states that comprised 6 volumes, only such edition published. Histoire de Dannemarc  ",Histoire
"Pseudo Place of publication unknown Nouvelles observations sur l'Angleterre Nouvelles observations sur l'angleterre; Observations sur l'angleterre NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced from 1779. STN sourced work from Berne in 1779, so likely they traded in the (Yverdon, 1779) edition rather than the (Paris, 1779) original of the same year. Nouvelles observations sur l'Angleterre  ",Histoire
"Certain British editions Relation ou notice des derniers jours de M. Jean-Jacques Rousseau NA NA NA French B. White NA London London 1778 NA II, 48 50 1 NA 8 NA NA Attribution - only extant edition available at time STN sourced work.  N.B. STN based their own edition on this copy. Relation des derniers jours de M. J. J. Rousseau  ",Histoire
"Probable French editions Elémens de l'histoire de France, depuis Clovis jusqu'à Louis XV Elémens d'histoire de France NA NA French NA NA Paris Paris 1779 NA NA NA 3 NA 12 NA NA Attribution - source copy for confederation edition, sourced from Perregaux in 1779 so probably this edition. Elémens de l'histoire de France  ",Histoire
"Probable French editions Elémens de l'histoire d'Angleterre, depuis son origine sous les Romains jusqu'au règne de Georges II, par M. l'abbé Millot Elémens d'angleterre NA NA French Durand neveu NA Paris Paris 1776 NA NA NA 3 NA 12 NA NA Attribution - source copy for confederation edition, probably the latest Parisian edition as sourced from Perregaux in 1779. Elémens de l'histoire d'Angleterre  ",Histoire
"Certain Swiss-International editions Anecdotes pour servir à la vie de J. J. Rousseau: suite du supplément à ses oeuvres Anecdotes de Rousseau NA NA French François Grasset & comp. NA Amsterdam; Lausanne Amsterdam; Lausanne 1779 NA 80 80 1 NA 8 NA NA Attribution - sold from 1779, only extant edition located.  This work was the continuation of Grasset's supplement to Rousseau's works. It appears only twice in the accounts, both sales, and it is thus unclear if the STN usually accounted for the continuation with the rest of the 'supplément'. Anecdotes pour servir à la vie de J. J. Rousseau  ",Histoire
"Certain Other Swiss editions Extraits raisonnés des voyages faits dans les parties septentrionales de l'Asie et de l'Amérique, ou Nouvelles preuves de la possibilité d'un passage aux Indes par le nord Extraits des voyages au nord NA NA French Jules Henri Pott et Compagnie NA Lausanne Lausanne 1779 NA NA NA 1 NA 4 50 NA Attribution - sourced from Pott from 1779. Extraits raisonnés des voyages  ",Histoire
"Pseudo Place of publication unknown Lettres d'un voyageur anglois Lettres d'un voyageur anglois; Sherlock Letters From an English Traveller  English French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition(s) not identified, several produced. Lettres d'un voyageur anglois  ",Histoire
"Certain International editions (non-Swiss) Grand (le) Castriotto d’Albanie, histoire Castriotto; Grand casrtioatto; Histoire du grand castrioto NA NA French NA NA Francfort; Paris Frankfurt; Paris 1779 NA 112 112 1 NA 8 8 NA Attribution - only extant edition located. Grand (le) Castriotto d’Albanie  ",Histoire
"Pseudo Place of publication unknown Espion anglois (l'), ou correspondance secrète entre milord All'eye et milord Alle'ar Observateur anglois NA NA French NA NA n.pl. ? NA NA NA NA 4 NA NA NA NA Attribution - edition not identified. Espion anglois (l')  ",Histoire
"Pseudo Place of publication unknown Histoire du regne de l'Empereur Charles-Quint Histoire de Charles par Robertson The History of the Reign of the Emperor Charles V, with a view of the progress of society in Europe, from the subversion of the Roman Empire, to the beginning of the sixteenth century English French NA NA n.pl. ? NA NA NA NA 6 NA NA 180 NA Attribution - edition(s) not identified, several produced. Histoire (l') du règne de l'empereur Charles-Quint  ",Histoire
"Pseudo Place of publication unknown Etrennes mignones curieuses et utiles Etrennes mignons NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - French almanach, though edition (year) in question is not stated in manuscript information. Etrennes mignones curieuses et utiles  ",Histoire
Pseudo Place of publication unknown [Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie & de la Perse (no volume information)] Histoire des découvertes des Russes Allgemeine Geschichte der neuesten Entdeckungen German French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition details not fully resolved. Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie & de la Perse  ,Histoire
Pseudo Place of publication unknown [Voyages dans les alpes] Oeuvres de Saussure; Saussure NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 4 NA NA Attribution - edition details not resolved. [Voyages dans les alpes]  ,Histoire
"Certain Other Swiss editions Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie et de la Perse: relativement à l'histoire civile et naturelle, à l'économie rurale, au commerce, etc. Histoire des découvertes Allgemeine Geschichte der neuesten Entdeckungen, welche von verschiedenen gelehrten Reisenden in vielen Gegenden des russischen Reichs und Persien in der Historie, Landwirthschaft und Naturgeschichte, &c. sind gemacht worden  German French François Seizer et Comp; Société Typographique de Berne NA Berne Berne 1779-1787 NA NA NA 3 NA 4 NA NA Attribution - manuscript and source information. Histoire des découvertes faites par divers savans voyageurs dans plusieurs contrées de la Russie & de la Perse  ",Histoire
"Probable British editions Reflexions impartiales sur les conséquences qui doivent résulter, pour la Grande Bretagne, de l'indépendance des Amériquains. Sur les dépenses qu'elle a faites pour l'établissement & la conservation de ses Colonies de l'Amérique. Enfin, sur l'importance dont ces mêmes Colonies amériquaines & les Indes occidentales sont pour l'Empire britannique. Ouvrage traduit de l'anglois Réflexions sur les colonies NA NA French NA NA London London 1780 NA 72 72 1 NA 8 NA NA Attribution - only extant edition located.  Superbook attribution uncertain - manuscript information gives only 'Réflexions sur les colonies'. Reflexions impartiales sur les conséquences qui doivent résulter, pour la Grande Bretagne, de l'indépendance des Amériquains  ",Histoire
"Certain German editions Lettre de Mr. d'Alembert à Mr. Linguet, sur l'aliénation des biens ecclésiastiques: en réponse à celle qui est insérée dans le numéro LII des Annales Lettre de d'Alembert à Linguet NA NA French NA NA Berlin Berlin 1780 NA [2], 64 66 1 NA 8 NA NA Attribution - only extant edition located. Lettre de Mr. d'Alembert à Mr. Linguet  ",Histoire
"Certain Swiss-International editions Eloge de milord Maréchal 388; Eloge de marechal NA NA French Chrétien Frédéric Voss; François Grasset & comp. NA Berlin; Lausanne Berlin; Lausanne 1779 NA 64, 19 83 1 NA 6 5.25 NA Attribution - Fauche-Borel Catalogue (1787) information, sourced from Fauche. Eloge de milord Maréchal  ",Histoire
"Pseudo Place of publication unknown Essai sur les mœurs et l'esprit des nations Essai sur les moeurs; Essai sur les moeurs de volt; Essai sur les moeurs des nations; Essai sur les moeurs et l'esprit; Essai sur l'esprit des nations; Essais sur les moeurs des nations; Essais sur l'esprit des nations NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Essai sur les mœurs et l'esprit des nations  ",Histoire
"Pseudo Place of publication unknown Histoire de la Moldavie et de la Valachie Histoire de la moldavie et Valachie; Histoire de moldovie; Memoire sur la moldavie & la valachie NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - source copies for STN edition of 1781, unclear from manuscript information if the (Jassy, 1777) edition or the (Paris, 1778) edition, or both. Histoire de la Moldavie et de la Valachie  ",Histoire
Pseudo Place of publication unknown [Voyages dans les alpes] NA NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition details not resolved. [Voyages dans les alpes]  ,Histoire
Certain German editions Memorial de l'Europe: Pour l'année bissextile MDCCLXXX Mémoiral de l'Europe; Mémorial de l'Europe NA NA French Bruere & Andre NA Francfort sur le Mein; Hombourg-ez-monts Frankfurt; Hombourg-ez-monts 1780 NA NA NA 1 NA 4 NA NA Attribution - STN catalogue and MS1007 information.  N.B. published by the 'Chef-comité de la société patriotique de Hesse-Hombourg'. Memorial de l'Europe  ,Histoire
"Certain Belgian editions Pièces intéressantes et peu connues, pour servir a l'histoire Pièces intéressantes NA NA French NA NA Bruxelles Brussels 1781 NA NA NA 1 NA 8 NA NA Attribution - edition sourced from Paris for production of STN's own edition. Pièces intéressantes et peu connues pour servir à l'histoire  ",Histoire
"Certain French editions Nouvelles (les) découvertes des Russes entre l'Asie et l'Amérique, avec l'histoire de la conquête de la Sibérie et du commerce des Russes et des Chinois, ouvrage traduit de l'anglois de M. Coxe  Découvertes des Russes; Nouvelles découvertes; nouvelles découvertes des Russes NA NA French NA NA Paris Paris 1781 NA NA NA 2 NA 4 NA NA Attribution - sourced from Paris in 1781 for production of STN's own edition. Nouvelles (les) découvertes des Russes  ",Histoire
